Region,7/1/10,7/1/11,7/1/12,7/1/13,7/1/14,7/1/15,7/1/16,7/1/17,7/1/18,7/1/19
"Lake Charles, LA","199,943","200,534","201,110","202,205","203,296","205,275","207,464","209,410","210,190","210,409"
"Lake City, FL","67,553","67,317","67,884","67,417","67,779","68,222","69,265","69,999","70,668","71,686"
"Lake Havasu City-Kingman, AZ","200,314","202,812","203,347","203,126","203,423","204,574","205,412","207,017","209,292","212,181"
"Lakeland-Winter Haven, FL","603,102","609,948","615,453","622,633","634,398","648,523","665,823","685,368","706,597","724,777"
"Lamesa, TX","13,826","13,747","13,611","13,219","13,445","12,987","12,999","12,744","12,605","12,728"
"Lancaster, PA","520,319","523,957","526,878","530,012","533,289","535,811","538,160","541,332","543,969","545,724"
"Lansing-East Lansing, MI","534,899","536,605","537,005","538,089","540,028","541,271","545,146","548,380","548,674","550,391"
"Laramie, WY","36,469","36,851","37,359","37,556","37,620","37,960","37,923","38,459","38,728","38,880"
"Laredo, TX","251,370","255,935","260,595","264,430","267,465","269,865","272,301","273,691","275,120","276,652"
"Las Cruces, NM","210,097","213,126","214,450","214,288","213,933","214,034","214,663","216,174","217,278","218,195"
"Las Vegas, NM","34,286","34,133","33,775","33,514","33,106","32,824","32,538","32,245","31,967","31,798"
"Las Vegas-Henderson-Paradise, NV","1,952,587","1,961,925","1,989,224","2,017,193","2,053,134","2,096,717","2,138,836","2,181,635","2,226,115","2,266,715"
"Laurel, MS","84,827","84,789","84,983","85,450","84,932","85,183","85,061","84,938","84,621","84,481"
"Laurinburg, NC","36,062","36,275","36,093","35,911","35,656","35,321","35,309","35,174","34,751","34,823"
"Lawrence, KS","111,198","112,479","113,313","114,713","116,445","118,141","119,662","120,281","121,109","122,259"
"Lawrenceburg, TN","41,967","42,162","42,154","42,028","42,304","42,592","43,056","43,388","43,771","44,142"
"Lawton, OK","131,569","132,255","132,696","131,113","130,909","130,011","127,676","127,649","126,348","126,415"
"Lebanon, MO","35,700","35,668","35,482","35,654","35,530","35,469","35,450","35,418","35,596","35,723"
"Lebanon, NH-VT","218,419","218,408","217,900","217,784","217,681","217,015","217,341","217,068","216,907","216,986"
"Lebanon, PA","133,664","134,529","135,545","135,804","136,538","137,479","138,480","139,553","141,339","141,793"
"Levelland, TX","22,853","22,931","23,074","23,408","23,463","23,310","23,043","22,977","22,971","23,021"
"Lewisburg, PA","45,001","45,111","45,162","44,735","44,974","45,519","45,454","44,642","45,017","44,923"
"Lewisburg, TN","30,687","30,848","30,971","31,140","31,287","31,590","32,035","33,020","33,806","34,375"
"Lewiston, ID-WA","61,040","61,409","61,413","61,927","62,031","62,108","62,422","62,798","62,872","62,990"
"Lewiston-Auburn, ME","107,708","107,439","107,486","107,223","107,358","107,124","107,296","107,399","107,914","108,277"
"Lewistown, PA","46,641","46,747","46,754","46,629","46,490","46,427","46,316","46,290","46,211","46,138"
"Lexington, NE","26,352","26,207","26,057","26,033","25,990","25,917","25,804","25,685","25,740","25,585"
"Lexington-Fayette, KY","473,412","478,930","485,236","490,906","495,137","501,469","507,387","512,381","514,938","517,056"
"Liberal, KS","22,970","23,128","23,353","23,311","23,303","23,273","22,897","22,245","21,902","21,428"
"Lima, OH","106,358","105,988","105,244","105,055","104,848","104,095","103,613","103,093","102,725","102,351"
"Lincoln, IL","30,283","30,270","30,358","29,826","29,660","29,284","29,166","29,034","28,912","28,618"
"Lincoln, NE","302,961","306,619","310,328","314,103","319,634","323,090","327,409","330,975","333,800","336,374"
"Little Rock-North Little Rock-Conway, AR","702,294","710,682","717,665","723,159","728,190","730,889","734,166","737,557","740,081","742,384"
"Lock Haven, PA","39,263","39,511","39,734","39,831","39,486","39,400","39,017","38,830","38,696","38,632"
"Logan, UT-ID","126,167","127,591","128,693","129,827","130,804","132,652","135,521","137,703","140,104","142,165"
"Logansport, IN","38,985","38,916","38,771","38,585","38,487","38,081","37,905","37,828","37,895","37,689"
"London, KY","148,227","148,682","148,314","148,395","148,351","148,467","148,283","148,086","148,149","148,123"
"Longview, TX","280,487","282,427","283,056","282,589","283,219","283,767","283,641","284,602","285,315","286,657"
"Longview, WA","102,358","102,309","101,663","101,483","101,790","102,999","104,740","106,805","108,752","110,593"
"Los Alamos, NM","17,994","18,229","18,234","17,947","17,803","17,817","18,209","18,742","18,988","19,369"
"Los Angeles-Long Beach-Anaheim, CA","12,838,417","12,925,753","13,013,443","13,097,434","13,166,609","13,234,696","13,270,694","13,278,000","13,249,879","13,214,799"
"Louisville/Jefferson County, KY-IN","1,204,655","1,211,869","1,220,183","1,232,178","1,239,354","1,246,231","1,252,525","1,259,553","1,262,023","1,265,108"
"Lubbock, TX","292,241","295,338","297,793","301,167","306,056","310,001","313,780","317,094","319,239","322,257"
"Ludington, MI","28,717","28,643","28,660","28,668","28,732","28,738","28,810","28,996","29,084","29,144"
"Lufkin, TX","86,905","87,297","87,509","87,312","87,567","87,829","87,682","87,572","86,810","86,715"
"Lumberton, NC","134,493","135,183","135,462","135,136","134,931","134,460","133,383","132,626","131,884","130,625"
"Lynchburg, VA","252,969","254,190","255,725","256,832","257,953","259,447","260,537","261,813","262,893","263,566"
"Macomb, IL","32,634","32,521","32,558","32,253","31,799","31,449","30,907","30,373","29,984","29,682"
"Macon-Bibb County, GA","232,199","232,707","232,734","231,225","230,441","229,795","229,148","228,985","229,594","229,996"
"Madera, CA","150,986","151,675","151,527","151,370","153,456","153,576","153,956","155,423","156,882","157,327"
"Madison, IN","32,395","32,272","32,436","32,390","32,402","32,297","32,230","32,013","32,157","32,308"
"Madison, WI","606,625","613,159","619,719","626,833","633,369","640,198","648,388","655,250","659,927","664,865"
"Madisonville, KY","46,841","46,844","46,607","46,424","46,155","46,055","45,598","45,293","45,024","44,686"
"Magnolia, AR","24,723","24,709","24,413","24,284","24,049","24,115","24,026","23,695","23,586","23,457"
"Malone, NY","51,645","51,545","51,791","51,212","51,096","50,540","51,081","50,465","50,279","50,022"
"Malvern, AR","33,231","33,142","33,507","33,528","33,409","33,497","33,438","33,606","33,672","33,771"
"Manchester-Nashua, NH","401,055","402,774","404,344","405,281","407,275","408,985","411,333","413,204","414,630","417,025"
"Manhattan, KS","128,521","130,746","137,731","136,294","135,665","136,989","134,000","131,667","131,698","130,285"
"Manitowoc, WI","81,331","81,038","80,726","80,485","79,951","79,483","79,348","79,099","79,015","78,981"
"Mankato, MN","96,844","97,325","97,994","97,718","98,670","99,199","100,075","100,968","101,577","101,927"
"Mansfield, OH","124,162","123,144","122,633","122,314","121,999","121,688","121,242","120,430","120,987","121,154"
"Marietta, OH","61,713","61,607","61,447","61,364","61,160","61,020","60,598","60,491","60,111","59,911"
"Marinette, WI-MI","65,631","65,283","65,081","65,013","64,568","64,125","63,463","63,281","63,329","63,130"
"Marion, IN","69,903","69,616","69,078","68,845","68,326","67,479","66,669","66,305","66,039","65,769"
"Marion, NC","45,102","45,053","44,999","45,021","45,007","44,967","44,866","45,083","45,465","45,756"
"Marion, OH","66,458","66,599","66,277","65,964","65,791","65,431","65,467","65,076","65,427","65,093"
"Marquette, MI","67,078","67,455","67,826","67,773","67,771","67,326","66,532","66,493","66,381","66,699"
"Marshall, MN","25,849","25,828","25,633","25,722","25,778","25,826","25,971","25,929","25,583","25,474"
"Marshall, MO","23,420","23,406","23,544","23,355","23,398","23,226","23,095","22,910","22,890","22,761"
"Marshalltown, IA","40,722","41,013","41,032","40,995","40,722","40,352","40,135","40,078","39,888","39,369"
"Martin, TN","35,044","34,857","34,554","34,155","34,001","33,872","33,610","33,325","33,413","33,328"
"Martinsville, VA","67,895","67,148","66,604","66,164","65,554","65,199","64,641","64,169","63,677","63,111"
"Maryville, MO","23,401","23,433","23,327","23,151","22,981","22,625","22,455","22,401","22,223","22,092"
"Mason City, IA","51,680","51,532","51,195","51,017","50,763","50,486","50,567","50,454","50,055","49,831"
"Mayagüez, PR","115,929","113,915","111,845","109,938","107,458","105,048","102,580","99,742","95,378","94,975"
"Mayfield, KY","37,262","37,613","37,566","37,406","37,583","37,248","37,217","37,190","37,319","37,266"
"Maysville, KY","17,505","17,546","17,460","17,323","17,133","17,050","17,167","17,192","17,080","17,070"
"McAlester, OK","45,795","45,717","45,544","45,267","44,847","44,716","44,335","44,154","43,870","43,654"
"McAllen-Edinburg-Mission, TX","779,149","795,517","808,334","818,619","829,819","839,667","848,960","856,249","862,298","868,707"
"McComb, MS","40,441","40,433","40,089","39,939","39,948","39,890","39,592","39,510","39,380","39,288"
"McMinnville, TN","39,858","39,907","39,744","39,875","39,983","40,262","40,428","40,717","40,826","41,277"
"McPherson, KS","29,128","29,154","29,221","29,415","28,896","28,648","28,429","28,687","28,528","28,542"
"Meadville, PA","88,614","88,167","87,730","87,508","87,154","86,510","86,306","85,772","85,110","84,629"
"Medford, OR","203,341","204,747","205,852","207,179","209,189","211,403","214,366","216,746","219,411","220,944"
"Memphis, TN-MS-AR","1,317,489","1,323,741","1,331,396","1,332,114","1,333,432","1,334,790","1,336,204","1,338,582","1,342,497","1,346,045"
"Menomonie, WI","43,887","43,800","43,806","44,046","44,075","44,267","44,354","44,714","45,091","45,368"
"Merced, CA","256,721","259,297","260,867","262,026","264,419","266,353","267,628","271,096","274,151","277,680"
"Meridian, MS","107,572","107,632","107,177","106,939","105,764","104,481","103,307","102,207","100,556","99,408"
"Mexico, MO","25,453","25,527","25,524","25,545","25,816","25,950","25,870","25,590","25,423","25,388"
"Miami, OK","31,859","31,869","32,181","32,163","31,929","31,862","31,592","31,368","31,319","31,127"
"Miami-Fort Lauderdale-Pompano Beach, FL","5,583,394","5,668,271","5,745,743","5,822,754","5,893,858","5,969,135","6,055,686","6,118,155","6,143,837","6,166,488"
"Michigan City-La Porte, IN","111,459","111,317","111,304","111,423","111,735","110,835","110,222","109,842","109,981","109,888"
"Middlesborough, KY","28,709","28,658","28,284","28,031","27,826","27,370","27,204","26,863","26,487","26,032"
"Midland, MI","83,651","83,805","83,721","83,651","83,492","83,662","83,422","83,314","83,223","83,156"
"Midland, TX","141,783","145,108","152,312","157,628","162,187","167,974","169,466","170,849","178,186","182,603"
"Milledgeville, GA","55,137","54,570","55,589","55,130","54,481","54,127","53,892","53,502","53,261","53,347"
"Milwaukee-Waukesha, WI","1,556,678","1,561,296","1,567,248","1,571,732","1,575,002","1,576,496","1,576,004","1,574,444","1,573,995","1,575,179"
"Minden, LA","41,199","41,244","40,908","40,660","40,285","40,061","39,751","39,264","38,792","38,340"
"Mineral Wells, TX","28,095","28,062","27,867","27,886","28,041","27,966","28,125","28,544","28,874","29,189"
"Minneapolis-St. Paul-Bloomington, MN-WI","3,340,007","3,373,392","3,405,952","3,440,782","3,476,192","3,503,728","3,538,527","3,575,699","3,610,061","3,640,043"
"Minot, ND","70,007","72,207","73,219","75,919","77,419","79,229","77,976","76,861","75,879","75,713"
"Missoula, MT","109,467","110,245","111,042","111,900","112,801","114,122","116,349","117,834","118,640","119,600"
"Mitchell, SD","22,812","23,094","23,332","23,343","23,388","23,303","23,394","23,279","23,148","23,228"
"Moberly, MO","25,458","25,282","25,334","24,945","25,050","25,041","24,970","24,899","24,732","24,748"
"Mobile, AL","430,941","430,423","430,962","430,815","431,017","431,294","431,566","430,567","430,310","429,536"
"Modesto, CA","515,145","517,560","520,424","523,451","528,015","533,211","539,255","544,717","548,126","550,660"
"Monroe, LA","204,675","204,886","205,151","205,454","205,570","205,668","205,319","203,894","202,138","200,261"
"Monroe, MI","151,936","151,496","150,804","150,139","149,847","149,353","149,159","149,449","150,174","150,500"
"Montgomery, AL","375,119","375,549","374,872","374,114","373,476","373,365","373,865","374,174","373,022","373,290"
"Montrose, CO","45,642","45,397","45,157","45,101","45,159","45,170","45,940","46,566","47,028","47,710"
"Morehead City, NC","66,700","67,418","67,770","68,388","68,629","68,712","68,808","68,921","69,438","69,473"
"Morgan City, LA","54,550","54,187","53,562","53,581","53,273","52,876","52,069","50,708","49,841","49,348"
"Morgantown, WV","130,308","132,678","134,813","135,948","137,396","138,523","139,403","139,608","139,204","139,044"
"Morristown, TN","136,945","137,560","137,753","137,924","138,280","139,212","139,924","140,898","141,778","142,749"
"Moscow, ID","37,255","37,855","38,094","38,220","38,517","38,796","39,050","39,741","39,829","40,108"
"Moses Lake, WA","89,558","90,594","91,300","91,701","92,897","93,527","94,221","95,357","96,672","97,733"
"Moultrie, GA","45,634","45,772","46,013","46,126","45,864","45,466","45,429","45,480","45,455","45,600"
"Mountain Home, AR","41,510","41,349","41,080","40,983","40,888","41,138","41,131","41,308","41,624","41,932"
"Mountain Home, ID","27,121","26,221","26,287","26,267","26,226","25,826","26,137","26,881","27,362","27,511"
"Mount Airy, NC","73,775","73,496","73,295","72,643","72,487","71,998","72,008","72,107","71,959","71,783"
"Mount Gay-Shamrock, WV","36,723","36,461","36,316","35,933","35,251","34,441","33,674","33,028","32,609","32,019"
"Mount Pleasant, MI","70,294","70,615","70,666","70,224","70,094","70,767","71,263","71,077","70,463","69,872"
"Mount Pleasant, TX","44,817","44,874","45,099","45,049","45,159","45,325","45,234","45,464","45,726","45,844"
"Mount Sterling, KY","44,538","44,885","44,978","45,545","45,799","46,152","46,361","46,759","46,990","47,146"
"Mount Vernon, IL","38,755","38,749","38,658","38,641","38,374","38,272","38,214","38,045","37,708","37,684"
"Mount Vernon, OH","61,090","61,283","60,764","60,858","61,000","61,001","60,909","61,271","61,900","62,322"
"Mount Vernon-Anacortes, WA","116,944","117,578","117,714","118,255","119,966","121,559","123,603","125,860","127,835","129,205"
"Muncie, IN","117,665","117,901","117,027","116,831","116,487","115,767","115,657","115,246","114,297","114,135"
"Murray, KY","37,348","37,667","38,046","38,425","38,452","38,656","38,733","38,832","38,964","39,001"
"Muscatine, IA","42,803","42,842","42,916","43,010","43,028","43,068","42,968","42,872","42,874","42,664"
"Muskegon, MI","171,913","170,026","170,159","172,273","172,254","172,447","173,227","173,645","173,599","173,566"
"Muskogee, OK","71,129","70,763","70,529","70,172","69,725","69,319","69,012","69,027","68,324","67,997"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","378,343","385,650","393,299","403,705","416,065","431,198","447,337","463,514","480,985","496,901"
"Nacogdoches, TX","64,685","65,655","65,866","65,193","65,240","65,462","65,549","65,317","65,161","65,204"
"Napa, CA","136,759","137,691","138,538","139,580","140,405","140,862","140,840","139,878","138,789","137,744"
"Naples-Marco Island, FL","322,581","327,629","332,233","338,987","347,211","356,041","365,445","372,678","378,201","384,902"
"Nashville-Davidson--Murfreesboro--Franklin, TN","1,650,831","1,674,534","1,703,609","1,735,012","1,768,350","1,804,671","1,841,294","1,874,515","1,904,726","1,934,317"
"Natchez, MS-LA","53,413","53,277","52,692","52,611","52,551","51,789","51,539","51,308","50,630","49,952"
"Natchitoches, LA","39,528","39,386","39,339","39,118","39,124","39,004","39,024","39,042","38,616","38,158"
"New Bern, NC","127,423","128,135","128,409","127,172","126,778","125,371","124,985","124,703","124,584","124,284"
"Newberry, SC","37,609","37,502","37,531","37,461","37,660","37,772","37,934","38,381","38,443","38,440"
"New Castle, IN","49,530","49,216","49,112","48,843","48,886","48,655","48,345","48,170","48,131","47,972"
"New Castle, PA","91,018","90,522","89,883","89,258","88,644","88,122","87,325","86,546","86,128","85,512"
"New Haven-Milford, CT","863,357","863,871","864,566","862,820","862,885","860,186","857,901","857,748","856,971","854,757"
"New Orleans-Metairie, LA","1,195,324","1,214,008","1,226,887","1,239,584","1,248,905","1,260,281","1,267,613","1,270,326","1,270,133","1,270,530"
"New Philadelphia-Dover, OH","92,543","92,483","92,413","92,602","92,652","92,739","92,560","92,308","92,079","91,987"
"Newport, OR","45,999","45,871","46,164","46,322","46,343","46,999","47,793","48,757","49,224","49,962"
"Newport, TN","35,640","35,432","35,530","35,400","35,266","35,138","35,234","35,528","35,858","36,004"
"New Ulm, MN","25,843","25,658","25,412","25,267","25,272","25,240","25,272","25,172","25,125","25,008"
"New York-Newark-Jersey City, NY-NJ-PA","18,923,407","19,052,774","19,149,689","19,226,449","19,280,929","19,320,968","19,334,778","19,322,607","19,276,644","19,216,182"
"Niles, MI","156,737","156,885","156,621","156,129","155,977","155,022","154,325","154,128","153,790","153,401"
"Nogales, AZ","47,415","47,667","47,359","46,939","46,636","46,542","46,400","46,566","46,395","46,498"
"Norfolk, NE","48,363","48,375","48,362","48,414","48,384","48,133","48,098","48,199","48,304","48,167"
"North Platte, NE","37,561","37,360","37,267","37,241","36,925","36,781","36,782","36,523","36,393","36,156"
"North Port-Sarasota-Bradenton, FL","703,354","709,775","720,281","731,796","747,228","767,309","788,341","805,186","820,716","836,995"
"North Vernon, IN","28,481","28,155","28,145","28,227","27,916","27,834","27,648","27,652","27,679","27,735"
"North Wilkesboro, NC","69,264","68,948","68,906","68,609","68,414","68,298","68,581","68,489","68,563","68,412"
"Norwalk, OH","59,560","59,416","59,204","58,825","58,610","58,307","58,367","58,393","58,364","58,266"
"Norwich-New London, CT","274,004","273,037","274,091","272,976","271,462","269,636","268,403","267,419","266,285","265,206"
"Oak Harbor, WA","78,693","78,941","79,039","78,198","78,690","80,022","81,692","83,250","84,227","85,141"
"Ocala, FL","331,331","332,286","333,873","335,083","338,005","342,182","347,469","353,339","359,062","365,579"
"Ocean City, NJ","97,212","96,494","96,228","95,498","94,907","94,160","93,655","93,129","92,446","92,039"
"Odessa, TX","137,075","139,642","144,495","149,656","154,588","159,903","157,858","156,951","161,960","166,223"
"Ogden-Clearfield, UT","599,740","605,591","612,185","621,224","630,767","640,334","652,476","664,040","673,660","683,864"
"Ogdensburg-Massena, NY","111,812","112,277","112,355","111,931","111,437","110,348","109,449","108,699","108,327","107,740"
"Oil City, PA","54,972","54,682","54,188","53,811","53,348","52,954","52,477","51,790","51,201","50,668"
"Okeechobee, FL","40,025","39,869","39,710","39,482","39,569","39,854","40,769","41,275","41,654","42,168"
"Oklahoma City, OK","1,257,793","1,277,045","1,297,857","1,320,148","1,336,256","1,357,178","1,372,985","1,381,492","1,393,605","1,408,950"
"Olean, NY","80,218","79,815","79,348","78,996","78,677","77,926","77,658","77,176","76,726","76,117"
"Olympia-Lacey-Tumwater, WA","253,001","256,386","258,527","261,852","264,909","267,978","273,714","280,269","286,056","290,536"
"Omaha-Council Bluffs, NE-IA","867,671","876,022","884,555","893,864","903,335","913,073","923,431","931,987","940,970","949,442"
"Oneonta, NY","62,259","61,971","61,747","61,614","60,950","60,504","60,132","59,920","59,810","59,493"
"Ontario, OR-ID","53,986","53,511","53,426","53,184","53,098","53,001","53,228","53,548","54,060","54,522"
"Opelousas, LA","83,495","83,442","83,466","83,415","83,680","83,649","83,768","83,535","82,782","82,124"
"Orangeburg, SC","92,321","91,697","91,461","90,673","90,049","89,159","88,419","87,671","87,013","86,175"
"Orlando-Kissimmee-Sanford, FL","2,139,161","2,176,054","2,225,636","2,270,149","2,324,391","2,388,509","2,455,583","2,517,777","2,574,838","2,608,147"
"Oshkosh-Neenah, WI","167,073","167,493","168,525","169,283","169,324","169,246","169,629","170,394","170,878","171,907"
"Oskaloosa, IA","22,408","22,501","22,398","22,421","22,363","22,312","22,186","22,211","22,018","22,095"
"Othello, WA","18,790","18,877","18,944","19,098","19,177","19,233","19,369","19,651","19,736","19,983"
"Ottawa, IL","154,794","154,134","153,170","152,393","151,348","150,237","149,321","148,453","147,854","147,036"
"Ottawa, KS","25,985","25,856","25,825","25,734","25,531","25,469","25,523","25,631","25,625","25,544"
"Ottumwa, IA","35,682","35,486","35,431","35,507","35,426","35,456","35,265","35,022","34,991","34,969"
"Owatonna, MN","36,497","36,568","36,311","36,363","36,483","36,599","36,644","36,787","36,738","36,649"
"Owensboro, KY","114,770","115,255","115,972","116,373","116,529","117,521","118,092","118,455","118,879","119,440"
"Oxford, MS","47,568","48,403","50,221","51,565","52,032","52,736","53,476","54,178","53,542","54,019"
"Oxnard-Thousand Oaks-Ventura, CA","825,097","830,099","833,516","838,136","842,297","845,802","847,323","849,044","848,142","846,006"
"Ozark, AL","50,394","50,122","50,289","49,771","49,414","49,365","49,362","49,342","49,143","49,172"
"Paducah, KY-IL","98,675","98,846","98,370","97,768","97,591","97,020","96,988","96,922","96,566","96,272"
"Pahrump, NV","43,844","43,976","43,585","42,869","42,840","42,966","43,248","43,977","45,186","46,523"
"Palatka, FL","74,220","73,652","72,927","72,370","71,971","71,939","72,373","73,384","74,043","74,521"
"Palestine, TX","58,493","58,394","58,059","57,960","57,829","57,639","57,526","58,175","57,974","57,735"
"Palm Bay-Melbourne-Titusville, FL","543,965","544,359","546,966","550,255","555,548","565,746","576,874","587,769","595,203","601,942"
"Pampa, TX","23,394","23,587","23,862","23,915","24,346","24,175","23,651","23,047","22,949","22,740"
"Panama City, FL","169,206","169,555","171,757","174,596","178,289","181,488","183,634","184,736","186,240","174,705"
"Paragould, AR","42,201","42,763","43,229","43,160","43,788","44,300","44,730","44,993","45,339","45,325"
"Paris, TN","32,398","32,440","32,377","32,250","32,245","32,127","32,232","32,380","32,336","32,345"
"Paris, TX","49,820","49,861","49,656","49,092","49,411","49,373","49,528","49,568","49,729","49,859"
"Parkersburg-Vienna, WV","92,698","92,643","92,390","92,360","92,259","92,139","91,476","90,846","89,991","89,339"
"Parsons, KS","21,537","21,377","21,163","20,871","20,773","20,628","20,313","20,129","19,906","19,618"
"Payson, AZ","53,561","53,440","52,994","53,005","53,044","52,978","53,356","53,578","53,801","54,018"
"Pearsall, TX","17,256","17,492","17,931","18,400","18,938","19,361","19,584","19,895","20,211","20,306"
"Pecos, TX","13,918","14,193","14,351","14,600","15,213","15,693","15,346","15,299","15,661","16,145"
"Pella, IA","33,225","33,270","33,274","33,014","33,269","33,109","33,146","33,091","33,259","33,253"
"Pensacola-Ferry Pass-Brent, FL","450,946","455,139","461,613","467,086","470,628","475,537","481,367","487,298","494,399","502,629"
"Peoria, IL","416,051","416,687","416,866","418,092","415,479","412,856","410,754","406,913","403,328","400,561"
"Peru, IN","36,810","36,649","36,529","36,167","36,070","36,004","36,043","35,864","35,646","35,516"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5,970,899","5,996,232","6,016,616","6,030,134","6,046,382","6,056,816","6,066,661","6,078,522","6,091,208","6,102,434"
"Phoenix-Mesa-Chandler, AZ","4,204,204","4,253,037","4,329,756","4,403,121","4,488,970","4,578,519","4,673,336","4,758,748","4,849,209","4,948,203"
"Picayune, MS","55,693","55,441","54,999","54,833","55,121","54,944","55,037","55,255","55,323","55,535"
"Pierre, SD","20,043","20,288","20,411","20,407","20,606","20,529","20,616","20,656","20,700","20,624"
"Pine Bluff, AR","100,107","99,052","97,423","95,769","94,882","94,022","92,380","90,875","89,246","87,804"
"Pinehurst-Southern Pines, NC","88,594","89,262","90,191","91,366","92,816","94,013","95,405","97,368","98,805","100,880"
"Pittsburg, KS","39,172","39,204","39,324","39,250","39,269","39,139","39,046","38,925","38,911","38,818"
"Pittsburgh, PA","2,357,090","2,360,417","2,360,443","2,359,803","2,356,189","2,347,757","2,340,222","2,329,004","2,322,653","2,317,600"
"Pittsfield, MA","131,317","130,547","130,284","129,488","128,856","127,858","127,067","126,353","125,901","124,944"
"Plainview, TX","36,269","36,381","36,258","35,676","34,451","34,034","34,107","33,954","33,631","33,406"
"Platteville, WI","51,233","51,178","50,871","50,994","51,684","52,071","51,985","51,728","51,444","51,439"
"Plattsburgh, NY","82,096","81,728","81,714","81,523","81,463","80,718","80,500","80,531","80,679","80,485"
"Plymouth, IN","47,000","46,938","46,942","46,910","46,920","46,733","46,586","46,433","46,296","46,258"
"Pocatello, ID","90,892","91,421","91,585","91,246","91,265","91,871","92,357","93,088","94,374","95,489"
"Point Pleasant, WV-OH","58,440","58,347","58,103","57,829","57,616","57,338","57,124","56,968","56,697","56,414"
"Ponca City, OK","46,430","45,847","45,684","45,541","45,451","45,226","44,901","44,403","43,944","43,538"
"Ponce, PR","261,924","257,719","253,345","249,504","244,760","239,275","233,160","226,541","216,312","215,295"
"Pontiac, IL","38,854","38,805","38,511","37,394","37,036","36,605","36,107","36,124","35,714","35,648"
"Poplar Bluff, MO","56,888","57,130","57,014","56,946","56,781","56,617","56,544","56,183","56,007","55,766"
"Portales, NM","20,018","20,430","20,318","20,021","19,647","19,137","19,145","18,900","18,759","18,500"
"Port Angeles, WA","71,503","71,762","71,766","72,046","72,467","73,202","74,240","75,637","76,551","77,331"
"Portland-South Portland, ME","513,911","516,070","517,632","519,987","523,989","525,831","528,912","531,899","535,232","538,500"
"Portland-Vancouver-Hillsboro, OR-WA","2,232,181","2,262,834","2,288,465","2,311,015","2,343,994","2,381,660","2,426,575","2,454,815","2,473,350","2,492,412"
"Port Lavaca, TX","21,313","21,359","21,575","21,729","21,812","21,887","21,948","21,712","21,504","21,290"
"Port St. Lucie, FL","425,173","428,287","431,912","436,425","443,164","452,841","463,891","472,864","481,167","489,297"
"Portsmouth, OH","79,664","79,408","78,783","78,304","77,476","76,992","76,436","75,976","75,480","75,314"
"Pottsville, PA","148,288","147,538","147,125","146,668","145,393","144,117","143,497","142,580","141,815","141,359"
"Poughkeepsie-Newburgh-Middletown, NY","671,173","672,230","670,722","670,588","669,972","669,842","670,828","673,303","676,065","679,158"
"Prescott Valley-Prescott, AZ","210,983","211,044","211,990","214,421","217,716","220,805","224,575","228,082","231,772","235,099"
"Price, UT","21,403","21,305","21,222","20,903","20,636","20,391","20,324","20,131","20,233","20,463"
"Prineville, OR","20,884","20,638","20,607","20,699","20,956","21,455","22,306","23,065","23,825","24,404"
"Providence-Warwick, RI-MA","1,603,125","1,602,957","1,605,741","1,607,460","1,611,026","1,612,928","1,614,840","1,616,614","1,622,379","1,624,578"
"Provo-Orem, UT","530,262","541,001","549,980","561,534","571,059","583,218","601,304","618,035","633,149","648,252"
"Pueblo, CO","159,390","160,184","160,721","161,033","161,356","163,006","164,774","166,283","167,422","168,424"
"Pullman, WA","44,796","45,056","46,633","46,792","46,918","48,164","48,824","49,382","49,683","50,104"
"Punta Gorda, FL","159,875","159,869","162,744","164,671","168,041","172,382","177,671","181,522","184,849","188,910"
"Quincy, IL-MO","77,370","77,431","77,258","77,110","77,065","76,973","76,547","76,009","75,462","75,211"
"Racine, WI","195,406","194,908","194,594","194,680","194,786","194,672","194,846","195,825","196,357","196,311"
"Raleigh-Cary, NC","1,137,383","1,162,179","1,187,848","1,213,499","1,241,189","1,271,091","1,303,854","1,334,235","1,361,590","1,390,785"
"Rapid City, SD","126,727","127,903","130,075","132,320","134,231","134,858","136,450","138,444","140,154","142,107"
"Raymondville, TX","22,225","22,167","22,208","22,019","21,935","21,863","21,761","21,508","21,450","21,358"
"Reading, PA","412,039","413,008","413,518","413,915","414,559","415,138","415,784","417,511","420,529","421,164"
"Red Bluff, CA","63,559","63,331","63,212","62,875","62,801","63,158","63,453","63,847","64,018","65,084"
"Redding, CA","177,274","177,588","177,875","178,397","178,844","178,314","178,571","179,384","179,709","180,080"
"Red Wing, MN","46,210","46,099","46,140","46,106","46,016","46,060","46,226","46,307","46,299","46,340"
"Reno, NV","425,951","427,901","431,208","434,878","440,110","446,329","453,709","460,605","468,335","475,642"
"Rexburg, ID","50,817","51,017","50,628","50,399","50,703","50,801","51,886","52,492","52,416","53,006"
"Richmond, IN","68,889","68,636","68,224","67,785","67,378","66,972","66,630","66,179","66,046","65,884"
"Richmond, VA","1,188,246","1,197,059","1,211,015","1,222,549","1,235,006","1,246,665","1,258,471","1,269,566","1,281,053","1,291,900"
"Richmond-Berea, KY","98,181","99,429","99,897","100,416","101,521","102,585","103,847","105,348","106,257","107,093"
"Rio Grande City-Roma, TX","61,134","61,642","61,970","62,381","62,965","63,484","63,894","64,130","64,249","64,633"
